fetched from: https://autoconfig.thunderbird.net/v1.1/, enriched, updated at: 2022-10-11
domain;smtp_host:smtp_port,smtp_host:smtp_port,smtp_host:smtp_port;smtp_login_template
outlook.com.tr;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
pacbell.net;outbound.att.net:465;%EMAILADDRESS%
outlook.my;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
pacificwest.com;smtp.mail.com:465;%EMAILADDRESS%
outlook.kr;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.cz;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.hu;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
pdx.edu;mailhost.pdx.edu:465;%EMAILADDRESS%
outlook.sg;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
one.cz;smtp.registrator.cz:587;%EMAILADDRESS%
pedal.dk;mail.telenor.dk:587;%EMAILADDRESS%
pec.it;smtps.pec.aruba.it:465,safety21.pec.aruba.it:465;%EMAILADDRESS%
outlook.it;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
pengemand.dk;mail.telenor.dk:587;%EMAILADDRESS%
peach.plala.or.jp;peach.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
petlover.com;smtp.mail.com:465;%EMAILADDRESS%
po.gunmanet.ne.jp;po.wind.ne.jp:587;%EMAILLOCALPART%
palette.plala.or.jp;palette.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
playful.com;smtp.mail.com:465;%EMAILADDRESS%
po.wind.jp;po.wind.ne.jp:587;%EMAILLOCALPART%
poczta.onet.eu;smtp.poczta.onet.pl:465;%EMAILADDRESS%
photographer.net;smtp.mail.com:465;%EMAILADDRESS%
parabox.or.jp;smtp.parabox.or.jp:25;%EMAILLOCALPART%
poczta.onet.pl;smtp.poczta.onet.pl:465;%EMAILADDRESS%
poetic.com;smtp.mail.com:465;%EMAILADDRESS%
post.com;smtp.mail.com:465;%EMAILADDRESS%
po.wind.ne.jp;po.wind.ne.jp:587;%EMAILLOCALPART%
plum.plala.or.jp;plum.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
po.wind.co.jp;po.wind.ne.jp:587;%EMAILLOCALPART%
peoplepc.com;smtpauth.peoplepc.com:587;%EMAILADDRESS%
pobox.com;smtp.pobox.com:465,sasl.smtp.pobox.com:465;%EMAILADDRESS%
posteo.ch;posteo.de:587,mta-sts.staging.posteo.de:587;%EMAILADDRESS%
postman.dk;mail.telenor.dk:587;%EMAILADDRESS%
po.gunmanet.or.jp;po.wind.ne.jp:587;%EMAILLOCALPART%
outlook.dk;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.ie;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
posteo.de;posteo.de:587,mta-sts.staging.posteo.de:587;%EMAILADDRESS%
pp.iij4u.or.jp;mbox.iij4u.or.jp:587;%EMAILLOCALPART%.%EMAILDOMAIN%
outlook.lv;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
outlook.com.vn;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
pokerface.dk;mail.telenor.dk:587;%EMAILADDRESS%
polka.plala.or.jp;polka.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
presidency.com;smtp.mail.com:465;%EMAILADDRESS%
privat.dia.dk;mail.telenor.dk:587;%EMAILADDRESS%
politician.com;smtp.mail.com:465;%EMAILADDRESS%
posteo.org;posteo.de:587,mta-sts.staging.posteo.de:587;%EMAILADDRESS%
outlook.sk;smtp.office365.com:587,live-nameast.office365.com:587,live-nameast2.office365.com:587,live-nameast3.office365.com:587,live-nameast4.office365.com:587,live-nameast5.office365.com:587,live-namnorthwest.office365.com:587,live-namnorthwest2.office365.com:587,live-namnorthwest3.office365.com:587,live-namnorthwest4.office365.com:587,live-namsouth.office365.com:587,live-namsouth2.office365.com:587,live-namsouth3.office365.com:587,live-namsouth4.office365.com:587,live-namsouth5.office365.com:587,live-namsouth6.office365.com:587,outlook-emeaeast.office365.com:587,outlook-emeaeast2.office365.com:587,outlook-emeaeast3.office365.com:587,outlook-emeaeast4.office365.com:587,outlook-namnorthwest.office365.com:587,outlook-namnorthwest2.office365.com:587,outlook-namnorthwest3.office365.com:587,outlook-namnorthwest4.office365.com:587,outlook-namsouth.office365.com:587,outlook-namsouth2.office365.com:587,outlook-namsouth3.office365.com:587,outlook-namsouth4.office365.com:587,outlook-namsouth5.office365.com:587,outlook-namsouth6.office365.com:587;%EMAILADDRESS%
priest.com;smtp.mail.com:465;%EMAILADDRESS%
posteo.at;posteo.de:587,mta-sts.staging.posteo.de:587;%EMAILADDRESS%
post.cybercity.dk;mail.telenor.dk:587;%EMAILADDRESS%
prokonto.pl;poczta.o2.pl:465;%EMAILLOCALPART%
proximus.be;relay.proximus.be:587;%EMAILADDRESS%
post.dia.dk;mail.telenor.dk:587;%EMAILADDRESS%
post.cz;smtp.seznam.cz:465,mx2.mojedomena.seznam.cz:465;%EMAILADDRESS%
purple.plala.or.jp;purple.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
qq.com;smtp.qq.com:465,cdnbest.qq.com:465;%EMAILADDRESS%
q.com;smtp.q.com:587;%EMAILADDRESS%
publicist.com;smtp.mail.com:465;%EMAILADDRESS%
programmer.net;smtp.mail.com:465;%EMAILADDRESS%
quake.dk;mail.telenor.dk:587;%EMAILADDRESS%
prodigy.net;outbound.att.net:465;%EMAILADDRESS%
rainbow.plala.or.jp;rainbow.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
rambler.ru;mail.rambler.ru:465;%EMAILADDRESS%
razcall.com;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
posteo.eu;posteo.de:587,mta-sts.staging.posteo.de:587;%EMAILADDRESS%
reggaefan.com;smtp.mail.com:465;%EMAILADDRESS%
ptd.net;promail.ptd.net:587;%EMAILLOCALPART%
quicknet.nl;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
red.plala.or.jp;red.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
revenue.com;smtp.mail.com:465;%EMAILADDRESS%
rocketmail.com;smtp.mail.yahoo.com:465,smtp.mail.yahoo.com:587,smtp.att.yahoo.com:587,smtp.att.yahoo.com:465;%EMAILADDRESS%
rondo.plala.or.jp;rondo.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
rocketship.com;smtp.mail.com:465;%EMAILADDRESS%
rome.com;smtp.mail.com:465;%EMAILADDRESS%
rockfan.com;smtp.mail.com:465;%EMAILADDRESS%
rose.plala.or.jp;rose.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
ready.dk;mail.telenor.dk:587;%EMAILADDRESS%
realtyagent.com;smtp.mail.com:465;%EMAILADDRESS%
religious.com;smtp.mail.com:465;%EMAILADDRESS%
repairman.com;smtp.mail.com:465;%EMAILADDRESS%
royal.net;smtp.mail.com:465;%EMAILADDRESS%
reborn.com;smtp.mail.com:465;%EMAILADDRESS%
representative.com;smtp.mail.com:465;%EMAILADDRESS%
runestone.net;mail.runestone.net:587,webmail.runestone.net:587;%EMAILLOCALPART%
republika.pl;smtp.poczta.onet.pl:465;%EMAILADDRESS%
rmail.plala.or.jp;rmail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
saintly.com;smtp.mail.com:465;%EMAILADDRESS%
salesperson.net;smtp.mail.com:465;%EMAILADDRESS%
rouge.plala.or.jp;rouge.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
rzone.de;smtp.strato.de:465,smtp.strato.de:587;%EMAILADDRESS%
ruby.plala.or.jp;ruby.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
rescueteam.com;smtp.mail.com:465;%EMAILADDRESS%
rr.iij4u.or.jp;mbox.iij4u.or.jp:587;%EMAILLOCALPART%.%EMAILDOMAIN%
schwaz.net;mail.schwaz.net:465;%EMAILADDRESS%
sbcglobal.net;outbound.att.net:465;%EMAILADDRESS%
sapo.mz;smtp.sapo.pt:465;%EMAILADDRESS%
ruhrnet-online.de;smtp.versatel.de:25,maildo.versatel.de:465;%EMAILADDRESS%
sapo.cv;smtp.sapo.pt:465;%EMAILADDRESS%
schlund.de;smtp.1und1.de:587;%EMAILADDRESS%
sea.plala.or.jp;sea.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
privatmail.dk;mail.telenor.dk:587;%EMAILADDRESS%
sanfranmail.com;smtp.mail.com:465;%EMAILADDRESS%
scientist.com;smtp.mail.com:465;%EMAILADDRESS%
sapo.tl;smtp.sapo.pt:465;%EMAILADDRESS%
silver.plala.or.jp;silver.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
seductive.com;smtp.mail.com:465;%EMAILADDRESS%
smtp.cz;email.active24.com:465,email03.active24.com:465;%EMAILADDRESS%
sapo.pt;smtp.sapo.pt:465;%EMAILADDRESS%
smail.plala.or.jp;smail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
scotlandmail.com;smtp.mail.com:465;%EMAILADDRESS%
sleepy.dk;mail.telenor.dk:587;%EMAILADDRESS%
razcall.nl;smtp.ziggo.nl:587,tracker.data.ziggo.nl:587;%EMAILADDRESS%
secretary.net;smtp.mail.com:465;%EMAILADDRESS%
sky.plala.or.jp;sky.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
secureserver.net;smtpout.secureserver.net:465;%EMAILADDRESS%
secret.dk;mail.telenor.dk:587;%EMAILADDRESS%
so.wind.jp;so.wind.ne.jp:587;%EMAILLOCALPART%
skynet.be;relay.proximus.be:587;%EMAILADDRESS%
snet.net;outbound.att.net:465;%EMAILADDRESS%
sfr.fr;smtp.sfr.fr:465;%EMAILADDRESS%
serenade.plala.or.jp;serenade.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
sofort-start.de;smtp.1und1.de:587;%EMAILADDRESS%
snow.plala.or.jp;snow.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
silk.plala.or.jp;silk.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
sky.com;smtp.tools.sky.com:465;%EMAILADDRESS%
songwriter.net;smtp.mail.com:465;%EMAILADDRESS%
spoluzaci.cz;smtp.seznam.cz:465,mx2.mojedomena.seznam.cz:465;%EMAILADDRESS%
rr.com;mail.twc.com:587;%EMAILADDRESS%
singapore.com;smtp.mail.com:465;%EMAILADDRESS%
suite.plala.or.jp;suite.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
sporty.dk;mail.telenor.dk:587;%EMAILADDRESS%
snakebite.com;smtp.mail.com:465;%EMAILADDRESS%
sapo.ao;smtp.sapo.pt:465;%EMAILADDRESS%
swbell.net;outbound.att.net:465;%EMAILADDRESS%
superbruger.dk;mail.telenor.dk:587;%EMAILADDRESS%
sofort-surf.de;smtp.1und1.de:587;%EMAILADDRESS%
symphony.plala.or.jp;symphony.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
so.wind.ne.jp;so.wind.ne.jp:587;%EMAILLOCALPART%
spainmail.com;smtp.mail.com:465;%EMAILADDRESS%
strato.de;smtp.strato.de:465,smtp.strato.de:587;%EMAILADDRESS%
t-online.de;securesmtp.t-online.de:465,secure-asmtp.t-online.de:587;%EMAILADDRESS%
sofortsurf.de;smtp.1und1.de:587;%EMAILADDRESS%
sofortstart.de;smtp.1und1.de:587;%EMAILADDRESS%
talent.dk;mail.telenor.dk:587;%EMAILADDRESS%
sonata.plala.or.jp;sonata.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
soon.com;smtp.mail.com:465;%EMAILADDRESS%
ss.iij4u.or.jp;mbox.iij4u.or.jp:587;%EMAILLOCALPART%.%EMAILDOMAIN%
tanke.dk;mail.telenor.dk:587;%EMAILADDRESS%
studenti.univr.it;univr.smtpauth.cineca.it:465;%EMAILADDRESS%
taupe.plala.or.jp;taupe.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
teachers.org;smtp.mail.com:465;%EMAILADDRESS%
teleos-web.de;smtp.ewe.net:587,smtps-1.ewe.net:587;%EMAILADDRESS%
teknik.dk;mail.telenor.dk:587;%EMAILADDRESS%
technologist.com;smtp.mail.com:465;%EMAILADDRESS%
sepia.plala.or.jp;sepia.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
telstra.com;smtp.telstra.com:465;%EMAILADDRESS%
teens.dk;mail.telenor.dk:587;%EMAILADDRESS%
seznam.cz;smtp.seznam.cz:465,mx2.mojedomena.seznam.cz:465;%EMAILADDRESS%
popstar.com;smtp.mail.com:465;%EMAILADDRESS%
techie.com;smtp.mail.com:465;%EMAILADDRESS%
tiscali.it;smtp.tiscali.it:465;%EMAILADDRESS%
telebel.de;smtp.versatel.de:25,maildo.versatel.de:465;%EMAILADDRESS%
tjekket.dk;mail.telenor.dk:587;%EMAILADDRESS%
tiscali.cz;smtp.mail.tiscali.cz:25;%EMAILADDRESS%
taxidriver.dk;mail.telenor.dk:587;%EMAILADDRESS%
toccata.plala.or.jp;toccata.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
thegame.com;smtp.mail.com:465;%EMAILADDRESS%
telelev.de;smtp.versatel.de:25,maildo.versatel.de:465;%EMAILADDRESS%
terra.es;mailhost.terra.es:25;%EMAILADDRESS%
tiki.ne.jp;smtp-auth.tiki.ne.jp:587;%EMAILADDRESS%
topaz.plala.or.jp;topaz.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
toothfairy.com;smtp.mail.com:465;%EMAILADDRESS%
trio.plala.or.jp;trio.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
texas.usa.com;smtp.mail.com:465;%EMAILADDRESS%
tvstar.com;smtp.mail.com:465;%EMAILADDRESS%
tmail.plala.or.jp;tmail.mail.plala.or.jp:587,www.cherry.hs.plala.or.jp:465,ruken.hs.plala.or.jp:587,fussa-5e.hs.plala.or.jp:465;%EMAILLOCALPART%
tv.dk;mail.telenor.dk:587;%EMAILADDRESS%
ugenstilbud.dk;mail.telenor.dk:587;%EMAILADDRESS%
therapist.net;smtp.mail.com:465;%EMAILADDRESS%
thinline.cz;smtp.cesky-hosting.cz:465;%EMAILADDRESS%
toke.com;smtp.mail.com:465;%EMAILADDRESS%
versatel.de;smtp.versatel.de:25,maildo.versatel.de:465;%EMAILADDRESS%
upcmail.nl;smtp.upcmail.nl:25,pop.upcmail.nl:587;%EMAILADDRESS%
video.dk;mail.telenor.dk:587;%EMAILADDRESS%
talk21.com;mail.btinternet.com:465;%EMAILADDRESS%
usa.com;smtp.mail.com:465;%EMAILADDRESS%
umich.edu;smtp.gmail.com:465,smtp-relay.gmail.com:465;%EMAILADDRESS%
verizon.net;smtp.verizon.net:465,outgoing.yahoo.verizon.net:587;%EMAILLOCALPART%
sympatico.ca;smtphm.sympatico.ca:587;%EMAILADDRESS%
